Sector_ID,Capacity
EDDB,60000
EDDF,60000
EHAM,60000
EKCH,60000
LFPG,60000
LOWW,60000
LSZH,60000
GRID_CENTRAL-EUROPE_Y00X00_FL300,1200
GRID_CENTRAL-EUROPE_Y00X01_FL300,1200
GRID_CENTRAL-EUROPE_Y00X02_FL300,1200
GRID_CENTRAL-EUROPE_Y00X03_FL300,1200
GRID_CENTRAL-EUROPE_Y00X04_FL300,1200
GRID_CENTRAL-EUROPE_Y00X05_FL300,1200
GRID_CENTRAL-EUROPE_Y00X06_FL300,1200
GRID_CENTRAL-EUROPE_Y00X07_FL300,1200
GRID_CENTRAL-EUROPE_Y00X08_FL300,1200
GRID_CENTRAL-EUROPE_Y00X09_FL300,1200
GRID_CENTRAL-EUROPE_Y00X10_FL300,1200
GRID_CENTRAL-EUROPE_Y00X11_FL300,1200
GRID_CENTRAL-EUROPE_Y00X12_FL300,1200
GRID_CENTRAL-EUROPE_Y00X13_FL300,1200
GRID_CENTRAL-EUROPE_Y00X14_FL300,1200
GRID_CENTRAL-EUROPE_Y00X15_FL300,1200
GRID_CENTRAL-EUROPE_Y00X16_FL300,1200
GRID_CENTRAL-EUROPE_Y00X17_FL300,1200
GRID_CENTRAL-EUROPE_Y00X18_FL300,1200
GRID_CENTRAL-EUROPE_Y00X19_FL300,1200
GRID_CENTRAL-EUROPE_Y00X20_FL300,1200
GRID_CENTRAL-EUROPE_Y00X21_FL300,1200
GRID_CENTRAL-EUROPE_Y00X22_FL300,1200
GRID_CENTRAL-EUROPE_Y00X23_FL300,1200
GRID_CENTRAL-EUROPE_Y00X24_FL300,1200
GRID_CENTRAL-EUROPE_Y00X25_FL300,1200
GRID_CENTRAL-EUROPE_Y00X26_FL300,1200
GRID_CENTRAL-EUROPE_Y00X27_FL300,1200
GRID_CENTRAL-EUROPE_Y00X28_FL300,1200
GRID_CENTRAL-EUROPE_Y00X29_FL300,1200
GRID_CENTRAL-EUROPE_Y01X00_FL300,1200
GRID_CENTRAL-EUROPE_Y01X01_FL300,1200
GRID_CENTRAL-EUROPE_Y01X02_FL300,1200
GRID_CENTRAL-EUROPE_Y01X03_FL300,1200
GRID_CENTRAL-EUROPE_Y01X04_FL300,1200
GRID_CENTRAL-EUROPE_Y01X05_FL300,1200
GRID_CENTRAL-EUROPE_Y01X06_FL300,1200
GRID_CENTRAL-EUROPE_Y01X07_FL300,1200
GRID_CENTRAL-EUROPE_Y01X08_FL300,1200
GRID_CENTRAL-EUROPE_Y01X09_FL300,1200
GRID_CENTRAL-EUROPE_Y01X10_FL300,1200
GRID_CENTRAL-EUROPE_Y01X11_FL300,1200
GRID_CENTRAL-EUROPE_Y01X12_FL300,1200
GRID_CENTRAL-EUROPE_Y01X13_FL300,1200
GRID_CENTRAL-EUROPE_Y01X14_FL300,1200
GRID_CENTRAL-EUROPE_Y01X15_FL300,1200
GRID_CENTRAL-EUROPE_Y01X16_FL300,1200
GRID_CENTRAL-EUROPE_Y01X17_FL300,1200
GRID_CENTRAL-EUROPE_Y01X18_FL300,1200
GRID_CENTRAL-EUROPE_Y01X19_FL300,1200
GRID_CENTRAL-EUROPE_Y01X20_FL300,1200
GRID_CENTRAL-EUROPE_Y01X21_FL300,1200
GRID_CENTRAL-EUROPE_Y01X22_FL300,1200
GRID_CENTRAL-EUROPE_Y01X23_FL300,1200
GRID_CENTRAL-EUROPE_Y01X24_FL300,1200
GRID_CENTRAL-EUROPE_Y01X25_FL300,1200
GRID_CENTRAL-EUROPE_Y01X26_FL300,1200
GRID_CENTRAL-EUROPE_Y01X27_FL300,1200
GRID_CENTRAL-EUROPE_Y01X28_FL300,1200
GRID_CENTRAL-EUROPE_Y01X29_FL300,1200
GRID_CENTRAL-EUROPE_Y02X00_FL300,1200
GRID_CENTRAL-EUROPE_Y02X01_FL300,1200
GRID_CENTRAL-EUROPE_Y02X02_FL300,1200
GRID_CENTRAL-EUROPE_Y02X03_FL300,1200
GRID_CENTRAL-EUROPE_Y02X04_FL300,1200
GRID_CENTRAL-EUROPE_Y02X05_FL300,1200
GRID_CENTRAL-EUROPE_Y02X06_FL300,1200
GRID_CENTRAL-EUROPE_Y02X07_FL300,1200
GRID_CENTRAL-EUROPE_Y02X08_FL300,1200
GRID_CENTRAL-EUROPE_Y02X09_FL300,1200
GRID_CENTRAL-EUROPE_Y02X10_FL300,1200
GRID_CENTRAL-EUROPE_Y02X11_FL300,1200
GRID_CENTRAL-EUROPE_Y02X12_FL300,1200
GRID_CENTRAL-EUROPE_Y02X13_FL300,1200
GRID_CENTRAL-EUROPE_Y02X14_FL300,1200
GRID_CENTRAL-EUROPE_Y02X15_FL300,1200
GRID_CENTRAL-EUROPE_Y02X16_FL300,1200
GRID_CENTRAL-EUROPE_Y02X17_FL300,1200
GRID_CENTRAL-EUROPE_Y02X18_FL300,1200
GRID_CENTRAL-EUROPE_Y02X19_FL300,1200
GRID_CENTRAL-EUROPE_Y02X20_FL300,1200
GRID_CENTRAL-EUROPE_Y02X21_FL300,1200
GRID_CENTRAL-EUROPE_Y02X22_FL300,1200
GRID_CENTRAL-EUROPE_Y02X23_FL300,1200
GRID_CENTRAL-EUROPE_Y02X24_FL300,1200
GRID_CENTRAL-EUROPE_Y02X25_FL300,1200
GRID_CENTRAL-EUROPE_Y02X26_FL300,1200
GRID_CENTRAL-EUROPE_Y02X27_FL300,1200
GRID_CENTRAL-EUROPE_Y02X28_FL300,1200
GRID_CENTRAL-EUROPE_Y02X29_FL300,1200
